stype,l1,l2,l3,proportion
literal,0,0,0,0.00291594812386
literal,0,0,1,0.00223556022829
literal,0,0,2,0.00291594812386
literal,0,0,3,0.00262443237533
literal,0,0,4,0.00294272803524
literal,0,0,5,0.00260003810155
literal,0,1,0,0.00223556022829
literal,0,1,1,0.00155517233272
literal,0,1,2,0.00223556022829
literal,0,1,3,0.0019311860875
literal,0,1,4,0.00225609149368
literal,0,1,5,0.00191323558416
literal,0,2,0,0.00291594812386
literal,0,2,1,0.00223556022829
literal,0,2,2,0.00291594812386
literal,0,2,3,0.00262443237533
literal,0,2,4,0.00294272803524
literal,0,2,5,0.00260003810155
literal,0,3,0,0.00262302237894
literal,0,3,1,0.00193014854299
literal,0,3,2,0.00262302237894
literal,0,3,3,0.00231604390005
literal,0,3,4,0.00264522552373
literal,0,3,5,0.0022966247538
literal,0,4,0,0.00294194693995
literal,0,4,1,0.00225549265396
literal,0,4,2,0.00294194693995
literal,0,4,3,0.00264610807147
literal,0,4,4,0.0029680539506
literal,0,4,5,0.0026225926104
literal,0,5,0,0.0025993649183
literal,0,5,1,0.0019127402229
literal,0,5,2,0.0025993649183
literal,0,5,3,0.00229714284011
literal,0,5,4,0.00262250243081
literal,0,5,5,0.00227668747773
literal,1,0,0,0.00223556022829
literal,1,0,1,0.00155517233272
literal,1,0,2,0.00223556022829
literal,1,0,3,0.0019311860875
literal,1,0,4,0.00225609149368
literal,1,0,5,0.00191323558416
literal,1,1,0,0.00155517233272
literal,1,1,1,0.000874784437157
literal,1,1,2,0.00155517233272
literal,1,1,3,0.00123793979968
literal,1,1,4,0.00156945495213
literal,1,1,5,0.00122643306677
literal,1,2,0,0.00223556022829
literal,1,2,1,0.00155517233272
literal,1,2,2,0.00223556022829
literal,1,2,3,0.0019311860875
literal,1,2,4,0.00225609149368
literal,1,2,5,0.00191323558416
literal,1,3,0,0.00193014854299
literal,1,3,1,0.00123727470704
literal,1,3,2,0.00193014854299
literal,1,3,3,0.00161116097395
literal,1,3,4,0.00194648670614
literal,1,3,5,0.00159765200265
literal,1,4,0,0.00225549265396
literal,1,4,1,0.00156903836797
literal,1,4,2,0.00225549265396
literal,1,4,3,0.00194713612806
literal,1,4,4,0.0022755080288
literal,1,4,5,0.00192983229822
literal,1,5,0,0.0019127402229
literal,1,5,1,0.0012261155275
literal,1,5,2,0.0019127402229
literal,1,5,3,0.00159801241051
literal,1,5,4,0.00192976593965
literal,1,5,5,0.0015837825932
literal,2,0,0,0.00291594812386
literal,2,0,1,0.00223556022829
literal,2,0,2,0.00291594812386
literal,2,0,3,0.00262443237533
literal,2,0,4,0.00294272803524
literal,2,0,5,0.00260003810155
literal,2,1,0,0.00223556022829
literal,2,1,1,0.00155517233272
literal,2,1,2,0.00223556022829
literal,2,1,3,0.0019311860875
literal,2,1,4,0.00225609149368
literal,2,1,5,0.00191323558416
literal,2,2,0,0.00291594812386
literal,2,2,1,0.00223556022829
literal,2,2,2,0.00291594812386
literal,2,2,3,0.00262443237533
literal,2,2,4,0.00294272803524
literal,2,2,5,0.00260003810155
literal,2,3,0,0.00262302237894
literal,2,3,1,0.00193014854299
literal,2,3,2,0.00262302237894
literal,2,3,3,0.00231604390005
literal,2,3,4,0.00264522552373
literal,2,3,5,0.0022966247538
literal,2,4,0,0.00294194693995
literal,2,4,1,0.00225549265396
literal,2,4,2,0.00294194693995
literal,2,4,3,0.00264610807147
literal,2,4,4,0.0029680539506
literal,2,4,5,0.0026225926104
literal,2,5,0,0.0025993649183
literal,2,5,1,0.0019127402229
literal,2,5,2,0.0025993649183
literal,2,5,3,0.00229714284011
literal,2,5,4,0.00262250243081
literal,2,5,5,0.00227668747773
literal,3,0,0,0.0026242314648
literal,3,0,1,0.00193103824769
literal,3,0,2,0.0026242314648
literal,3,0,3,0.00231705514346
literal,3,0,4,0.00264672597447
literal,3,0,5,0.00229731641289
literal,3,1,0,0.00193103824769
literal,3,1,1,0.00123784503057
literal,3,1,2,0.00193103824769
literal,3,1,3,0.00161186444763
literal,3,1,4,0.00194759081141
literal,3,1,5,0.0015981331568
literal,3,2,0,0.0026242314648
literal,3,2,1,0.00193103824769
literal,3,2,2,0.0026242314648
literal,3,2,3,0.00231705514346
literal,3,2,4,0.00264672597447
literal,3,2,5,0.00229731641289
literal,3,3,0,0.00231549935719
literal,3,3,1,0.00161078216152
literal,3,3,2,0.00231549935719
literal,3,3,3,0.00199387832261
literal,3,3,4,0.00233347920123
literal,3,3,5,0.00197876631197
literal,3,4,0,0.0026458174973
literal,3,4,1,0.00194692230934
literal,3,4,2,0.0026458174973
literal,3,4,3,0.00233433247812
literal,3,4,4,0.00266746246555
literal,3,4,5,0.00231553849893
literal,3,5,0,0.0022966205628
literal,3,5,1,0.00159764908717
literal,3,5,2,0.0022966205628
literal,3,5,3,0.00197942214093
literal,3,5,4,0.00231556154817
literal,3,5,5,0.00196333480079
literal,4,0,0,0.00294297513118
literal,4,0,1,0.00225628093391
literal,4,0,2,0.00294297513118
literal,4,0,3,0.00264710391835
literal,4,0,4,0.0029692251328
literal,4,0,5,0.00262343943226
literal,4,1,0,0.00225628093391
literal,4,1,1,0.00156958673663
literal,4,1,2,0.00225628093391
literal,4,1,3,0.00194786892105
literal,4,1,4,0.00227640593514
literal,4,1,5,0.00193045543129
literal,4,2,0,0.00294297513118
literal,4,2,1,0.00225628093391
literal,4,2,2,0.00294297513118
literal,4,2,3,0.00264710391835
literal,4,2,4,0.0029692251328
literal,4,2,5,0.00262343943226
literal,4,3,0,0.00264527596365
literal,4,3,1,0.00194652382231
literal,4,3,2,0.00264527596365
literal,4,3,3,0.0023340828469
literal,4,3,4,0.00266680770982
literal,4,3,5,0.00231541960704
literal,4,4,0,0.002968267547
literal,4,4,1,0.00227567178603
literal,4,4,2,0.002968267547
literal,4,4,3,0.00266792426328
literal,4,4,4,0.00299366003074
literal,4,4,5,0.00264527747983
literal,4,5,0,0.00262247531356
literal,4,5,1,0.00192974598545
literal,4,5,2,0.00262247531356
literal,4,5,3,0.00231605571896
literal,4,5,4,0.00264505966498
literal,4,5,5,0.00229627119067
literal,5,0,0,0.00259963745954
literal,5,0,1,0.00191294077211
literal,5,0,2,0.00259963745954
literal,5,0,3,0.00229729960106
literal,5,0,4,0.00262292963393
literal,5,0,5,0.00227664258795
literal,5,1,0,0.00191294077211
literal,5,1,1,0.00122624408469
literal,5,1,2,0.00191294077211
literal,5,1,3,0.0015981214616
literal,5,1,4,0.00193008029666
literal,5,1,5,0.00158375136553
literal,5,2,0,0.00259963745954
literal,5,2,1,0.00191294077211
literal,5,2,2,0.00259963745954
literal,5,2,3,0.00229729960106
literal,5,2,4,0.00262292963393
literal,5,2,5,0.00227664258795
literal,5,3,0,0.00229611884895
literal,5,3,1,0.00159730006883
literal,5,3,2,0.00229611884895
literal,5,3,3,0.00197886648678
literal,5,3,4,0.00231488388518
literal,5,3,5,0.00196295117533
literal,5,4,0,0.00262217230589
literal,5,4,1,0.00192952301754
literal,5,4,2,0.00262217230589
literal,5,4,3,0.00231555594188
literal,5,4,4,0.00264473650765
literal,5,4,5,0.0022957687869
literal,5,5,0,0.00227623092145
literal,5,5,1,0.00158346498883
literal,5,5,2,0.00227623092145
literal,5,5,3,0.00196348715545
literal,5,5,4,0.00229589405063
literal,5,5,5,0.00194662743686
gricean,0,0,0,0.00291594812386
gricean,0,0,1,0.00223556022829
gricean,0,0,2,0.00291594812386
gricean,0,0,3,0.00267856684699
gricean,0,0,4,0.00303233976259
gricean,0,0,5,0.00267856679029
gricean,0,1,0,0.00223556022829
gricean,0,1,1,0.00155517233272
gricean,0,1,2,0.00223556022829
gricean,0,1,3,0.00197102088741
gricean,0,1,4,0.00232479381799
gricean,0,1,5,0.00197102084569
gricean,0,2,0,0.00291594812386
gricean,0,2,1,0.00223556022829
gricean,0,2,2,0.00291594812386
gricean,0,2,3,0.00267856684699
gricean,0,2,4,0.00303233976259
gricean,0,2,5,0.00267856679029
gricean,0,3,0,0.00267588341307
gricean,0,3,1,0.00196904628509
gricean,0,3,2,0.00267588341307
gricean,0,3,3,0.00239352769439
gricean,0,3,4,0.00275776012659
gricean,0,3,5,0.00239352765704
gricean,0,4,0,0.0030293019141
gricean,0,4,1,0.00232246480081
gricean,0,4,2,0.0030293019141
gricean,0,4,3,0.00275776012814
gricean,0,4,4,0.00312199254919
gricean,0,4,5,0.00275776008512
gricean,0,5,0,0.00267588335746
gricean,0,5,1,0.00196904624417
gricean,0,5,2,0.00267588335746
gricean,0,5,3,0.00239352765839
gricean,0,5,4,0.00275776008512
gricean,0,5,5,0.00239352762105
gricean,1,0,0,0.00223556022829
gricean,1,0,1,0.00155517233272
gricean,1,0,2,0.00223556022829
gricean,1,0,3,0.00197102088741
gricean,1,0,4,0.00232479381799
gricean,1,0,5,0.00197102084569
gricean,1,1,0,0.00155517233272
gricean,1,1,1,0.000874784437157
gricean,1,1,2,0.00155517233272
gricean,1,1,3,0.00126347492782
gricean,1,1,4,0.00161724787338
gricean,1,1,5,0.00126347490108
gricean,1,2,0,0.00223556022829
gricean,1,2,1,0.00155517233272
gricean,1,2,2,0.00223556022829
gricean,1,2,3,0.00197102088741
gricean,1,2,4,0.00232479381799
gricean,1,2,5,0.00197102084569
gricean,1,3,0,0.00196904628509
gricean,1,3,1,0.00126220915711
gricean,1,3,2,0.00196904628509
gricean,1,3,3,0.00166506274392
gricean,1,3,4,0.00202929518749
gricean,1,3,5,0.00166506271794
gricean,1,4,0,0.00232246480081
gricean,1,4,1,0.00161562768752
gricean,1,4,2,0.00232246480081
gricean,1,4,3,0.00202929518863
gricean,1,4,4,0.00239352762105
gricean,1,4,5,0.00202929515698
gricean,1,5,0,0.00196904624417
gricean,1,5,1,0.00126220913088
gricean,1,5,2,0.00196904624417
gricean,1,5,3,0.00166506271888
gricean,1,5,4,0.00202929515698
gricean,1,5,5,0.0016650626929
gricean,2,0,0,0.00291594812386
gricean,2,0,1,0.00223556022829
