lexicon,proportion
0,4.46923646175e-63
1,0.152864285655
2,3.39288789653e-66
3,7.5035022866e-68
4,5.79771182572e-151
5,1.01920440913e-43
6,3.36993942801e-151
7,7.35724686073e-151
8,2.0012293182e-69
9,0.0263246414185
10,4.316312606e-74
11,2.12113499015e-73
12,1.60395734407e-74
13,0.0141603257685
14,3.4460047108e-77
15,3.47236107482e-78
16,3.67277105234e-155
17,6.44234187587e-48
18,1.236937563e-155
19,3.10976771694e-155
20,3.39974268152e-170
21,2.02053640879e-138
22,1.06598502485e-169
23,2.33820966612e-171
24,1.15330302787e-159
25,8.44119968484e-49
26,1.25227204468e-160
27,3.49561608472e-161
28,4.90495638648e-160
29,1.13543647432e-48
30,5.72943657642e-160
31,1.59538625993e-160
32,1.71378538618e-73
33,0.00610677880441
34,3.86796413777e-75
35,1.91574079363e-77
36,4.84164151475e-154
37,3.12032223815e-43
38,9.75313732228e-154
39,5.92005042438e-153
40,2.04603581488e-78
41,0.000543968353758
42,3.02589884236e-80
43,2.37309364707e-81
44,3.77863751794e-06
45,4.81419043629e-48
46,3.21086665032e-06
47,1.24094028361e-06
48,4.29296357238e-108
49,3.50992545679e-88
50,7.76340062751e-109
51,6.57285445434e-108
52,3.10761410885e-72
53,1.57329773885e-74
54,5.82376416339e-71
55,3.23473905241e-71
56,7.56643590982e-112
57,2.37072897076e-112
58,8.77504559708e-112
59,6.26252653607e-112
60,9.8571023996e-112
61,1.64490239083e-91
62,1.59422044992e-111
63,9.07932672674e-111
64,1.7831690467e-185
65,6.65240895413e-49
66,9.92663533728e-171
67,4.75554840473e-48
68,1.04888627561e-179
69,4.84995963315e-140
70,1.34977594888e-169
71,3.00482141735e-138
72,2.64238765075e-185
73,7.05227726481e-50
74,1.48623652702e-175
75,1.18684352921e-49
76,5.26580871904e-125
77,4.60418788327e-51
78,7.17156370298e-53
79,1.01137039314e-49
80,3.10338852538e-183
81,6.81600640844e-141
82,1.4170024581e-169
83,5.64462500823e-137
84,2.22574049945e-186
85,1.01269200646e-62
86,8.11810659906e-172
87,3.2151584632e-61
88,4.26619383987e-186
89,1.37309547679e-62
90,8.33283001191e-182
91,9.63394273238e-62
92,1.91957917092e-127
93,5.03230123513e-63
94,8.47810389119e-68
95,2.15736533457e-61
96,3.42084366862e-125
97,3.81435078118e-50
98,2.74749719266e-53
99,2.07829400296e-48
100,5.95655394069e-126
101,5.95981676924e-59
102,3.14171730433e-63
103,5.96950969804e-59
104,1.03828719496e-125
105,4.58907605414e-50
106,5.99724158853e-53
107,7.79774014562e-49
108,8.62598640074e-37
109,0.03897746327
110,0.113642157754
111,0.0473721485313
112,3.95765502303e-163
113,3.51402253411e-97
114,1.92737008931e-119
115,3.54724705552e-100
116,8.71204793483e-123
117,1.79581354577e-81
118,5.60176775162e-81
119,4.69212320245e-81
120,1.16000669309e-215
121,1.30355254359e-152
122,1.07663772283e-182
123,4.9688286255e-158
124,4.73649440272e-138
125,5.26581160868e-99
126,7.57262501478e-108
127,9.15865189584e-104
128,1.06425748224e-66
129,1.7364421533e-127
130,3.34235907314e-69
131,0.169922712044
132,8.95049622837e-26
133,2.36670635829e-41
134,7.81887914526e-26
135,1.03018398716e-40
136,2.30509354305e-73
137,4.46224769802e-128
138,3.39901685425e-75
139,0.0225060726167
140,6.09229641576e-119
141,2.65251919386e-143
142,7.49906184497e-119
143,8.26475953635e-27
144,8.2989032498e-150
145,2.47834115926e-153
146,3.4083088612e-150
147,2.84412064953e-47
148,4.20332322789e-39
149,2.23684115937e-48
150,9.63642311783e-39
151,1.09309612488e-47
152,1.00961230607e-152
153,3.76148453093e-158
154,1.20344550677e-151
155,6.47809703147e-47
156,1.10022151374e-167
157,1.09739105187e-168
158,4.30075366808e-169
159,2.7887865433e-135
160,2.4309770417e-74
161,1.4523940969e-128
162,6.33753597926e-77
163,0.00712611041972
164,7.09779394923e-26
165,1.13099427755e-40
166,2.51877664678e-26
167,2.19355606526e-40
168,1.12202313847e-79
169,7.42978034394e-129
170,9.09436575608e-81
171,0.000445104919973
172,1.70170017196e-32
173,1.52262522811e-48
174,5.70592188156e-33
175,2.68354756334e-43
176,1.35205505143e-69
